what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1333289056022
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1333289058209
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1333289062474
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1333289083804
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1333289086628
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1333289102493
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1333289112638
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1333289131762
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1333289133799
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1333289151692
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1333289152912
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1333289169146
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1333289173956
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1333289176278
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1333289240785
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1333289297584
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1333289478018
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1333290214063
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1333290216172
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1333290230743
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1333290234267
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1333290244493
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1333290256956
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1333290261051
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1333290265643
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1333290277609
started,bundle,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.ui",1333290280203
started,bundle,org.eclipse.pde.core,3.6.0.v20100601,"org.eclipse.pde.core",1333290280307
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1333290280456
started,bundle,org.eclipse.jst.jsp.core,1.2.300.v201005271731,"org.eclipse.jst.jsp.core",1333290280519
